|ReviewDate|ReviewRating|ReviewText|ReviewTitle
1283|on february 11, 2016|3.0 out of 5 stars|"federal tax worked fine for me and have successfully efiled my return. for state income tax, i thought it wasn't worth the cost to efile so i opted to print the returns to be mailed.  however, the print outs have watermarked notes "" do not file not final blah blah blah"". what's going on? is this another attempt for revenue generation by turbo tax by forcing me to efile my state tax return? this is frustrating"|"can't mail my state tax because print out has "" do not file"" watermark all over!!!!!!"
1284|on february 11, 2016|4.0 out of 5 stars|i have used turbotax deluxe for many years, and am thankful to have such a tool to help take the drudgery out of doing taxes.  aside from some minor design changes i'd make, the product is solid:  easy to use, accurate, flexible, double checks your work, year-to-year transfer of data, historical trends, and has the hand-holding if you need it.  love the e-file capability;  clean, fast, no postage or worry about paper getting lost in the mailing process.  the fed responded in less than an hour to my e-file yesterday, saying my forms were accepted.  data flows seamlessly from the fed to the state forms.  sometimes you need to modify minor things -- the states want to maximize their share of taxes (lol).  there are several other tax software packages out there, but i have not tried any of them, just read about how they work.  after 20+ years using turbotax, i'm very familiar and comfortable with it.  peace of mind!|2015 turbotax deluxe -- a good product
1285|on february 11, 2016|4.0 out of 5 stars|we have used turbotax for years and have been very pleased, but this year turbotax skipped the state sales tax option. if my husband had not mentioned it i wouldn't have thought about it, so i went back to investigate. i had to manually pick the sales tax option and maneuvering through was not user friendly at all. i was disappointed in turbotax not taking me directly there step by step. i guess you have spoiled me in the past, i don't know what changed but not as happy with turbotax this year may try something different next year.|disappointed
1286|on february 11, 2016|5.0 out of 5 stars|did the trick, much better than liberty|much better than
1287|on february 11, 2016|5.0 out of 5 stars|great product, second year i've used turbo tax!|five stars
1288|on february 11, 2016|5.0 out of 5 stars|my taxes are a snap with turbotax.  just enter the data as directed and presto you know what you owe/paid/refunded.|easy as pie
1289|on february 11, 2016|5.0 out of 5 stars|first time purchase, had it up and running in no time at all without any problem at all.|five stars
1290|on february 11, 2016|5.0 out of 5 stars|i've been using tt for 20 years. it's a great product.|i like it
1291|on february 10, 2016|5.0 out of 5 stars|"have been using turbotax for around 25 years.  with years it improves with each new edition.  very intuitive, guided and very accurate, tax filing ""made easy"" for those who are new to it or do not feel proficient enough to do it on their own.  advance users can just jump in and do it on their own.  in all these years i have never had a problem with filing and acceptation of both federal and state filings.  federal e-file is included, and added bonus.  i would highly recommend it to anyone."|taxes made easy?
1292|on february 10, 2016|4.0 out of 5 stars|different than in years past.  a little more confusing.  did not always see what was expected, but i guess that is normal or they wouldn't need programmer's.|turbo tax deluxe 2015
1293|on february 10, 2016|5.0 out of 5 stars|4th year in a row using turbo tax, great program and easy to use.|great product
1294|on february 10, 2016|5.0 out of 5 stars|worked as always.|turbotax does it again.
1295|on february 10, 2016|5.0 out of 5 stars|this software has guided me to a bullet proof return for several years.  let it ask you all the questions and you will find deductions you would not have thought of.|use it religiously!
1296|on february 10, 2016|5.0 out of 5 stars|very easy to use!|five stars
1297|on february 10, 2016|5.0 out of 5 stars|i have used turbotax for about 15 years now. i have never had a mistake and never been audited. they have made it so easy to use a child could do it.|great software
1298|on february 10, 2016|5.0 out of 5 stars|turbo tax is easy to use for beginners with the questions and how it autofills in the forms for you. but also has easy access and jumping points for the digital regular tax sheets. as an otr truck driver this helps itemize for the mileage and meals deductions also. easy form access there also. simple to save, stop, and come back later if need be.|turbo tax is easy to use for beginners with the questions and how ...
1299|on february 10, 2016|5.0 out of 5 stars|good product.  i have used it 9-10 years in a row.|good product. i have used it 9-10 years in ...
1300|on february 10, 2016|5.0 out of 5 stars|great software.  my 6th year using it.  makes tax prep a snap.|great software. my 6th year using it
1301|on february 10, 2016|5.0 out of 5 stars|a great program for the do it your selfer. great built in step by step guide if needed, if not just enter the data, check it, file it and done. 5 stars|a great program for the do it your selfer
1302|on february 10, 2016|5.0 out of 5 stars|have used this for years and it greatly simplifies the process.|easy to use
